"ID","nadconVersion","vertconVersion","srcDatum","destDatum","srcVertDatum","destVertDatum","srcLat","srcLatDms","destLat","destLatDms","srcLon","srcLonDms","destLon","destLonDms","srcEht","destEht","srcOrthht","destOrthoht","sigLat","sigLon","sigLat_m","sigLon_m","sigEht","sigOrthoht","deltaLat","deltaLon","spcZone","spcNorthing_m","spcEasting_m","spcNorthing_usft","spcEasting_usft","spcNorthing_ift","spcEasting_ift","spcConvergence","spcScaleFactor","spcCombinedFactor","utmZone","utmNorthing","utmEasting","utmConvergence","utmScaleFactor","utmCombinedFactor","x","y","z","usng"
"﻿ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21250","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6908587360","N404127.09145","40.6908587360","N404127.09145","-73.9432746774","W0735635.78884","-73.9432746774","W0735635.78884","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","58,210.820","304,794.818","190,980.000","999,981.000","190,980.382","999,983.000","00 02 13.57","0.99999874","N/A","UTM Zone 18","4,504,977.226","589,286.926","00 41 20.42","0.99969813","N/A","N/A","N/A","N/A","18TWL8928604977"
"21350","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6876882337","N404115.67764","40.6876882337","N404115.67764","-73.9086834500","W0735431.26042","-73.9086834500","W0735431.26042","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","57,861.214","307,719.075","189,833.000","1,009,575.000","189,833.380","1,009,577.019","00 03 35.02","0.99999890","N/A","UTM Zone 18","4,504,661.005","592,214.100","00 42 41.46","0.99970466","N/A","N/A","N/A","N/A","18TWL9221404661"
"21400","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.7045919212","N404216.53092","40.7045919212","N404216.53092","-73.9259111508","W0735533.28014","-73.9259111508","W0735533.28014","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","59,736.957","306,261.214","195,987.000","1,004,792.000","195,987.392","1,004,794.010","00 02 54.46","0.99999811","N/A","UTM Zone 18","4,506,519.489","590,735.428","00 42 01.89","0.99970133","N/A","N/A","N/A","N/A","18TWL9073506519"
"21450","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.7061015947","N404221.96574","40.7061015947","N404221.96574","-73.9303927046","W0735549.41374","-73.9303927046","W0735549.41374","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","59,904.293","305,882.347","196,536.000","1,003,549.000","196,536.393","1,003,551.007","00 02 43.90","0.99999804","N/A","UTM Zone 18","4,506,682.454","590,354.794","00 41 51.44","0.99970049","N/A","N/A","N/A","N/A","18TWL9035406682"
"21550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6667513036","N404000.30469","40.6667513036","N404000.30469","-73.8620714511","W0735143.45722","-73.8620714511","W0735143.45722","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","55,541.377","311,662.891","182,222.000","1,022,514.000","182,222.364","1,022,516.045","00 05 24.78","1.00000000","N/A","UTM Zone 18","4,502,386.827","596,182.889","00 44 29.75","0.99971387","N/A","N/A","N/A","N/A","18TWL9618202386"
"21650","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6675652604","N404003.23494","40.6675652604","N404003.23494","-73.9809059130","W0735851.26129","-73.9809059130","W0735851.26129","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","55,622.758","301,614.529","182,489.000","989,547.000","182,489.365","989,548.979","00 00 44.96","0.99999995","N/A","UTM Zone 18","4,502,353.954","586,137.242","00 39 50.95","0.99969132","N/A","N/A","N/A","N/A","18TWL8613702353"
"21750","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6414747508","N403829.30910","40.6414747508","N403829.30910","-74.0068102159","W0740024.51678","-74.0068102159","W0740024.51678","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","52,725.324","299,423.927","172,983.000","982,360.000","172,983.346","982,361.965","-00 00 16.04","1.00000150","N/A","UTM Zone 18","4,499,432.708","583,980.401","00 38 48.93","0.99968681","N/A","N/A","N/A","N/A","18TWK8398099432"
"21850","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6763115307","N404034.72151","40.6763115307","N404034.72151","-73.9741004510","W0735826.76162","-73.9741004510","W0735826.76162","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","56,594.158","302,189.688","185,676.000","991,434.000","185,676.371","991,435.983","00 01 00.99","0.99999948","N/A","UTM Zone 18","4,503,331.531","586,701.141","00 40 07.35","0.99969252","N/A","N/A","N/A","N/A","18TWL8670103331"
"21900","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6698078072","N404011.30811","40.6698078072","N404011.30811","-73.9463710972","W0735646.93595","-73.9463710972","W0735646.93595","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","55,873.000","304,534.519","183,310.000","999,127.000","183,310.367","999,128.998","00 02 06.28","0.99999983","N/A","UTM Zone 18","4,502,637.301","589,053.306","00 41 12.10","0.99969761","N/A","N/A","N/A","N/A","18TWL8905302637"
"21950","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6644164370","N403951.89917","40.6644164370","N403951.89917","-73.9511262007","W0735704.05432","-73.9511262007","W0735704.05432","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","55,274.067","304,132.791","181,345.000","997,809.000","181,345.363","997,810.996","00 01 55.08","1.00000013","N/A","UTM Zone 18","4,502,034.021","588,658.536","00 41 00.67","0.99969675","N/A","N/A","N/A","N/A","18TWL8865802034"
"22050","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.7054954936","N404219.78378","40.7054954936","N404219.78378","-73.9411089926","W0735627.99237","-73.9411089926","W0735627.99237","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","59,836.322","304,976.784","196,313.000","1,000,578.000","196,313.393","1,000,580.001","00 02 18.67","0.99999807","N/A","UTM Zone 18","4,506,604.205","589,450.334","00 41 26.25","0.99969848","N/A","N/A","N/A","N/A","18TWL8945006604"
"22250","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6181301960","N403705.26871","40.6181301960","N403705.26871","-74.0265721657","W0740135.65980","-74.0265721657","W0740135.65980","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","50,133.299","297,751.486","164,479.000","976,873.000","164,479.329","976,874.954","-00 01 02.57","1.00000305","N/A","UTM Zone 18","4,496,822.669","582,338.050","00 38 01.50","0.99968345","N/A","N/A","N/A","N/A","18TWK8233896822"
"22300","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6661952358","N403958.30285","40.6661952358","N403958.30285","-73.9787363214","W0735843.45076","-73.9787363214","W0735843.45076","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","55,470.663","301,798.019","181,990.000","990,149.000","181,990.364","990,150.980","00 00 50.07","1.00000003","N/A","UTM Zone 18","4,502,204.001","586,322.393","00 39 55.97","0.99969172","N/A","N/A","N/A","N/A","18TWL8632202204"
"22350","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6453172185","N403843.14199","40.6453172185","N403843.14199","-74.0099780814","W0740035.92109","-74.0099780814","W0740035.92109","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","53,152.045","299,156.007","174,383.000","981,481.000","174,383.349","981,482.963","-00 00 23.50","1.00000126","N/A","UTM Zone 18","4,499,856.222","583,707.733","00 38 41.68","0.99968625","N/A","N/A","N/A","N/A","18TWK8370799856"
"22400","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6214460614","N403717.20582","40.6214460614","N403717.20582","-73.9937573742","W0735937.52655","-73.9937573742","W0735937.52655","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","50,501.194","300,528.219","165,686.000","985,983.000","165,686.331","985,984.972","00 00 14.70","1.00000282","N/A","UTM Zone 18","4,497,221.967","585,109.546","00 39 18.58","0.99968916","N/A","N/A","N/A","N/A","18TWK8510997221"
"22550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6008209839","N403602.95554","40.6008209839","N403602.95554","-73.9859197191","W0735909.31099","-73.9859197191","W0735909.31099","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","48,210.922","301,191.770","158,172.000","988,160.000","158,172.316","988,161.976","00 00 33.15","1.00000432","N/A","UTM Zone 18","4,494,940.098","585,798.857","00 39 35.96","0.99969061","N/A","N/A","N/A","N/A","18TWK8579894940"
"22600","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6379835690","N403816.74085","40.6379835690","N403816.74085","-73.9981047692","W0735953.17717","-73.9981047692","W0735953.17717","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","52,337.617","300,160.325","171,711.000","984,776.000","171,711.343","984,777.970","00 00 04.46","1.00000172","N/A","UTM Zone 18","4,499,053.517","584,720.926","00 39 09.18","0.99968835","N/A","N/A","N/A","N/A","18TWK8472099053"
"22650","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6348874326","N403805.59476","40.6348874326","N403805.59476","-74.0027238175","W0740009.80574","-74.0027238175","W0740009.80574","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","51,993.802","299,769.571","170,583.000","983,494.000","170,583.341","983,495.967","-00 00 06.41","1.00000192","N/A","UTM Zone 18","4,498,705.392","584,334.227","00 38 58.20","0.99968754","N/A","N/A","N/A","N/A","18TWK8433498705"
"22700","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6446452780","N403840.72300","40.6446452780","N403840.72300","-73.9753307122","W0735831.19056","-73.9753307122","W0735831.19056","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","53,077.673","302,086.665","174,139.000","991,096.000","174,139.348","991,097.982","00 00 58.09","1.00000130","N/A","UTM Zone 18","4,499,815.186","586,638.132","00 40 02.91","0.99969239","N/A","N/A","N/A","N/A","18TWK8663899815"
"22750","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6391291452","N403820.86492","40.6391291452","N403820.86492","-73.9798799423","W0735847.56779","-73.9798799423","W0735847.56779","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","52,465.024","301,702.007","172,129.000","989,834.000","172,129.344","989,835.980","00 00 47.38","1.00000165","N/A","UTM Zone 18","4,499,198.394","586,260.580","00 39 51.98","0.99969159","N/A","N/A","N/A","N/A","18TWK8626099198"
"22850","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6462935970","N403846.65695","40.6462935970","N403846.65695","-73.9314821111","W0735553.33560","-73.9314821111","W0735553.33560","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","53,262.687","305,795.479","174,746.000","1,003,264.000","174,746.349","1,003,266.007","00 02 41.34","1.00000120","N/A","UTM Zone 18","4,500,042.276","590,343.473","00 41 45.84","0.99970046","N/A","N/A","N/A","N/A","18TWL9034300042"
"22900","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6919374234","N404130.97472","40.6919374234","N404130.97472","-73.9736869015","W0735825.27285","-73.9736869015","W0735825.27285","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","58,329.388","302,224.130","191,369.000","991,547.000","191,369.383","991,548.983","00 01 01.96","0.99999869","N/A","UTM Zone 18","4,505,066.509","586,715.835","00 40 09.08","0.99969256","N/A","N/A","N/A","N/A","18TWL8671505066"
"22950","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6933951993","N404136.22272","40.6933951993","N404136.22272","-73.9750494300","W0735830.17795","-73.9750494300","W0735830.17795","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","58,491.237","302,108.915","191,900.000","991,169.000","191,900.384","991,170.982","00 00 58.75","0.99999862","N/A","UTM Zone 18","4,505,226.987","586,598.822","00 40 05.95","0.99969231","N/A","N/A","N/A","N/A","18TWL8659805226"
"23000","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6277033876","N403739.73220","40.6277033876","N403739.73220","-73.9707905620","W0735814.84602","-73.9707905620","W0735814.84602","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","51,196.444","302,471.323","167,967.000","992,358.000","167,967.336","992,359.985","00 01 08.78","1.00000240","N/A","UTM Zone 18","4,497,939.030","587,044.022","00 40 12.73","0.99969326","N/A","N/A","N/A","N/A","18TWK8704497939"
"23150","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6176844048","N403703.66386","40.6176844048","N403703.66386","-73.9689038937","W0735808.05402","-73.9689038937","W0735808.05402","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","50,083.922","302,631.344","164,317.000","992,883.000","164,317.329","992,884.986","00 01 13.22","1.00000309","N/A","UTM Zone 18","4,496,828.741","587,216.619","00 40 16.66","0.99969363","N/A","N/A","N/A","N/A","18TWK8721696828"
"23200","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6514793284","N403905.32558","40.6514793284","N403905.32558","-73.9633130181","W0735747.92687","-73.9633130181","W0735747.92687","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","53,836.932","303,102.870","176,630.000","994,430.000","176,630.353","994,431.989","00 01 26.39","1.00000088","N/A","UTM Zone 18","4,500,585.710","587,645.330","00 40 31.44","0.99969455","N/A","N/A","N/A","N/A","18TWL8764500585"
"23250","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6462824139","N403846.61669","40.6462824139","N403846.61669","-73.9601879952","W0735736.67678","-73.9601879952","W0735736.67678","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","53,259.944","303,367.437","174,737.000","995,298.000","174,737.349","995,299.991","00 01 33.75","1.00000120","N/A","UTM Zone 18","4,500,011.943","587,916.356","00 40 38.51","0.99969514","N/A","N/A","N/A","N/A","18TWL8791600011"
"23350","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6384730534","N403818.50299","40.6384730534","N403818.50299","-73.9589207506","W0735732.11470","-73.9589207506","W0735732.11470","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","52,392.786","303,475.032","171,892.000","995,651.000","171,892.344","995,652.991","00 01 36.73","1.00000169","N/A","UTM Zone 18","4,499,146.330","588,033.765","00 40 41.09","0.99969539","N/A","N/A","N/A","N/A","18TWK8803399146"
"23450","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6848472026","N404105.44993","40.6848472026","N404105.44993","-73.9370636794","W0735613.42925","-73.9370636794","W0735613.42925","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","57,543.612","305,320.295","188,791.000","1,001,705.000","188,791.378","1,001,707.003","00 02 28.20","0.99999904","N/A","UTM Zone 18","4,504,316.237","589,819.798","00 41 34.70","0.99969930","N/A","N/A","N/A","N/A","18TWL8981904316"
"23550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6255262829","N403731.89462","40.6255262829","N403731.89462","-73.9465363657","W0735647.53092","-73.9465363657","W0735647.53092","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","50,955.652","304,523.546","167,177.000","999,091.000","167,177.334","999,092.998","00 02 05.89","1.00000254","N/A","UTM Zone 18","4,497,721.638","589,098.217","00 41 09.49","0.99969771","N/A","N/A","N/A","N/A","18TWK8909897721"
"23650","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.5968240417","N403548.56655","40.5968240417","N403548.56655","-73.9410824089","W0735627.89667","-73.9410824089","W0735627.89667","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","47,768.656","304,987.148","156,721.000","1,000,612.000","156,721.313","1,000,614.001","00 02 18.73","1.00000462","N/A","UTM Zone 18","4,494,541.086","589,597.835","00 41 20.82","0.99969881","N/A","N/A","N/A","N/A","18TWK8959794541"
"23750","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6071965285","N403625.90750","40.6071965285","N403625.90750","-73.9527455201","W0735709.88387","-73.9527455201","W0735709.88387","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","48,919.888","303,999.289","160,498.000","997,371.000","160,498.321","997,372.995","00 01 51.27","1.00000384","N/A","UTM Zone 18","4,495,680.676","588,597.273","00 40 54.01","0.99969662","N/A","N/A","N/A","N/A","18TWK8859795680"
"23850","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.5943113912","N403539.52101","40.5943113912","N403539.52101","-73.9651520008","W0735754.54720","-73.9651520008","W0735754.54720","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","47,488.545","302,949.860","155,802.000","993,928.000","155,802.312","993,929.988","00 01 22.06","1.00000481","N/A","UTM Zone 18","4,494,237.952","587,564.486","00 40 24.30","0.99969438","N/A","N/A","N/A","N/A","18TWK8756494237"
"23900","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6767575637","N404036.32723","40.6767575637","N404036.32723","-73.8888518042","W0735319.86650","-73.8888518042","W0735319.86650","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","56,649.327","309,397.003","185,857.000","1,015,080.000","185,857.372","1,015,082.030","00 04 21.72","0.99999945","N/A","UTM Zone 18","4,503,468.629","593,905.208","00 43 27.44","0.99970854","N/A","N/A","N/A","N/A","18TWL9390503468"
"23950","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6786747245","N404043.22901","40.6786747245","N404043.22901","-73.8668166067","W0735200.53978","-73.8668166067","W0735200.53978","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","56,864.821","311,259.639","186,564.000","1,021,191.000","186,564.373","1,021,193.042","00 05 13.61","0.99999935","N/A","UTM Zone 18","4,503,705.223","595,764.736","00 44 19.26","0.99971288","N/A","N/A","N/A","N/A","18TWL9576403705"
"24050","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.5896230319","N403522.64291","40.5896230319","N403522.64291","-73.9496867363","W0735658.87225","-73.9496867363","W0735658.87225","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","46,968.555","304,259.284","154,096.000","998,224.000","154,096.308","998,225.996","00 01 58.47","1.00000518","N/A","UTM Zone 18","4,493,733.020","588,879.323","00 41 00.30","0.99969723","N/A","N/A","N/A","N/A","18TWK8887993733"
"24150","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6762920040","N404034.65121","40.6762920040","N404034.65121","-73.9123042259","W0735444.29521","-73.9123042259","W0735444.29521","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","56,595.377","307,414.275","185,680.000","1,008,575.000","185,680.371","1,008,577.017","00 03 26.50","0.99999948","N/A","UTM Zone 18","4,503,392.157","591,923.802","00 42 32.37","0.99970401","N/A","N/A","N/A","N/A","18TWL9192303392"
"24250","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6204896099","N403713.76260","40.6204896099","N403713.76260","-73.9818451338","W0735854.64248","-73.9818451338","W0735854.64248","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","50,395.123","301,536.195","165,338.000","989,290.000","165,338.331","989,291.979","00 00 42.75","1.00000289","N/A","UTM Zone 18","4,497,127.387","586,118.347","00 39 46.46","0.99969129","N/A","N/A","N/A","N/A","18TWK8611897127"
"24300","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.5858686968","N403509.12731","40.5858686968","N403509.12731","-73.9661932895","W0735758.29584","-73.9661932895","W0735758.29584","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","46,550.978","302,862.078","152,726.000","993,640.000","152,726.305","993,641.987","00 01 19.60","1.00000548","N/A","UTM Zone 18","4,493,299.741","587,487.379","00 40 21.45","0.99969421","N/A","N/A","N/A","N/A","18TWK8748793299"
"24350","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.5807164740","N403450.57931","40.5807164740","N403450.57931","-73.9572642697","W0735726.15137","-73.9572642697","W0735726.15137","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","45,979.172","303,618.288","150,850.000","996,121.000","150,850.302","996,122.992","00 01 40.63","1.00000589","N/A","UTM Zone 18","4,492,736.732","588,249.795","00 40 42.11","0.99969586","N/A","N/A","N/A","N/A","18TWK8824992736"
"24450","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6520890257","N403907.52049","40.6520890257","N403907.52049","-73.9438013707","W0735637.68493","-73.9438013707","W0735637.68493","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","53,905.512","304,753.061","176,855.000","999,844.000","176,855.354","999,846.000","00 02 12.33","1.00000084","N/A","UTM Zone 18","4,500,673.020","589,294.132","00 41 17.24","0.99969814","N/A","N/A","N/A","N/A","18TWL8929400673"
"24550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6347656401","N403805.15630","40.6347656401","N403805.15630","-73.9365200313","W0735611.47211","-73.9365200313","W0735611.47211","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","51,982.220","305,370.282","170,545.000","1,001,869.000","170,545.341","1,001,871.004","00 02 29.48","1.00000193","N/A","UTM Zone 18","4,498,757.447","589,932.980","00 41 33.44","0.99969955","N/A","N/A","N/A","N/A","18TWK8993298757"
"24650","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6546986762","N403916.91523","40.6546986762","N403916.91523","-73.9085880496","W0735430.91698","-73.9085880496","W0735430.91698","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","54,197.816","307,730.963","177,814.000","1,009,614.000","177,814.356","1,009,616.019","00 03 35.25","1.00000069","N/A","UTM Zone 18","4,500,999.059","592,267.629","00 42 39.97","0.99970479","N/A","N/A","N/A","N/A","18TWL9226700999"
"24700","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6099255555","N403635.73200","40.6099255555","N403635.73200","-73.9620392829","W0735743.34142","-73.9620392829","W0735743.34142","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","49,222.555","303,212.598","161,491.000","994,790.000","161,491.323","994,791.990","00 01 29.39","1.00000364","N/A","UTM Zone 18","4,495,974.297","587,807.439","00 40 32.37","0.99969490","N/A","N/A","N/A","N/A","18TWK8780795974"
"24750","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6087611501","N403631.54014","40.6087611501","N403631.54014","-73.9602283786","W0735736.82216","-73.9602283786","W0735736.82216","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","49,093.320","303,365.913","161,067.000","995,293.000","161,067.322","995,294.991","00 01 33.65","1.00000373","N/A","UTM Zone 18","4,495,846.851","587,962.164","00 40 36.55","0.99969524","N/A","N/A","N/A","N/A","18TWK8796295846"
"24850","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6678440034","N404004.23841","40.6678440034","N404004.23841","-73.8794186957","W0735245.90730","-73.8794186957","W0735245.90730","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","55,660.554","310,195.885","182,613.000","1,017,701.000","182,613.365","1,017,703.035","00 04 43.93","0.99999993","N/A","UTM Zone 18","4,502,489.288","594,715.046","00 43 49.10","0.99971042","N/A","N/A","N/A","N/A","18TWL9471502489"
"24950","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6667428550","N404000.27428","40.6667428550","N404000.27428","-73.9237651664","W0735525.55460","-73.9237651664","W0735525.55460","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","55,534.061","306,446.228","182,198.000","1,005,399.000","182,198.364","1,005,401.011","00 02 59.51","1.00000000","N/A","UTM Zone 18","4,502,320.220","590,968.171","00 42 04.99","0.99970186","N/A","N/A","N/A","N/A","18TWL9096802320"
"25050","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.6600639259","N403936.23013","40.6600639259","N403936.23013","-73.8918459545","W0735330.64544","-73.8918459545","W0735330.64544","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","54,795.225","309,146.152","179,774.000","1,014,257.000","179,774.360","1,014,259.029","00 04 14.67","1.00000037","N/A","UTM Zone 18","4,501,612.337","593,675.521","00 43 19.53","0.99970801","N/A","N/A","N/A","N/A","18TWL9367501612"
