"ID","nadconVersion","vertconVersion","srcDatum","destDatum","srcVertDatum","destVertDatum","srcLat","srcLatDms","destLat","destLatDms","srcLon","srcLonDms","destLon","destLonDms","srcEht","destEht","srcOrthht","destOrthoht","sigLat","sigLon","sigLat_m","sigLon_m","sigEht","sigOrthoht","deltaLat","deltaLon","spcZone","spcNorthing_m","spcEasting_m","spcNorthing_usft","spcEasting_usft","spcNorthing_ift","spcEasting_ift","spcConvergence","spcScaleFactor","spcCombinedFactor","utmZone","utmNorthing","utmEasting","utmConvergence","utmScaleFactor","utmCombinedFactor","x","y","z","usng"
"﻿ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1S03","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8919592715","N405331.05338","40.8919592715","N405331.05338","-73.8527934698","W0735110.05649","-73.8527934698","W0735110.05649","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","80,551.791","312,405.385","264,277.000","1,024,950.000","264,277.529","1,024,952.050","00 05 46.63","0.99999517","N/A","UTM Zone 18","4,527,397.027","596,640.137","00 45 03.81","0.99971495","N/A","N/A","N/A","N/A","18TWL9664027397"
"1S04","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8708736067","N405215.14498","40.8708736067","N405215.14498","-73.8976100334","W0735351.39612","-73.8976100334","W0735351.39612","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","78,204.826","308,631.344","256,577.000","1,012,568.000","256,577.513","1,012,570.025","00 04 01.10","0.99999497","N/A","UTM Zone 18","4,525,007.778","592,894.221","00 43 17.07","0.99970621","N/A","N/A","N/A","N/A","18TWL9289425007"
"1S03A","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8922759629","N405332.19347","40.8922759629","N405332.19347","-73.8536210359","W0735113.03573","-73.8536210359","W0735113.03573","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","80,586.843","312,335.585","264,392.000","1,024,721.000","264,392.529","1,024,723.049","00 05 44.68","0.99999517","N/A","UTM Zone 18","4,527,431.270","596,569.961","00 45 01.88","0.99971478","N/A","N/A","N/A","N/A","18TWL9656927431"
"1S07","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8397610232","N405023.13968","40.8397610232","N405023.13968","-73.9285759473","W0735542.87341","-73.9285759473","W0735542.87341","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","74,747.168","306,023.774","245,233.000","1,004,013.000","245,233.490","1,004,015.008","00 02 48.18","0.99999492","N/A","UTM Zone 18","4,521,521.590","590,327.050","00 42 02.52","0.99970042","N/A","N/A","N/A","N/A","18TWL9032721521"
"1S03B","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8821490632","N405255.73663","40.8821490632","N405255.73663","-73.8889821738","W0735320.33583","-73.8889821738","W0735320.33583","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,457.861","309,357.074","260,688.000","1,014,949.000","260,688.521","1,014,951.030","00 04 21.41","0.99999506","N/A","UTM Zone 18","4,526,268.659","593,605.385","00 43 37.99","0.99970784","N/A","N/A","N/A","N/A","18TWL9360526268"
"1SCL1","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8781316124","N405241.27380","40.8781316124","N405241.27380","-73.8927062502","W0735333.74250","-73.8927062502","W0735333.74250","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,011.328","309,043.739","259,223.000","1,013,921.000","259,223.518","1,013,923.028","00 04 12.64","0.99999502","N/A","UTM Zone 18","4,525,818.705","593,297.261","00 43 29.00","0.99970713","N/A","N/A","N/A","N/A","18TWL9329725818"
"1SCH3","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8781316124","N405241.27380","40.8781316124","N405241.27380","-73.8927062502","W0735333.74250","-73.8927062502","W0735333.74250","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,011.328","309,043.739","259,223.000","1,013,921.000","259,223.518","1,013,923.028","00 04 12.64","0.99999502","N/A","UTM Zone 18","4,525,818.705","593,297.261","00 43 29.00","0.99970713","N/A","N/A","N/A","N/A","18TWL9329725818"
"1SCH4","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8781316124","N405241.27380","40.8781316124","N405241.27380","-73.8927062502","W0735333.74250","-73.8927062502","W0735333.74250","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,011.328","309,043.739","259,223.000","1,013,921.000","259,223.518","1,013,923.028","00 04 12.64","0.99999502","N/A","UTM Zone 18","4,525,818.705","593,297.261","00 43 29.00","0.99970713","N/A","N/A","N/A","N/A","18TWL9329725818"
"10150","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8251818109","N404930.65452","40.8251818109","N404930.65452","-73.8432757772","W0735035.79280","-73.8432757772","W0735035.79280","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","73,137.516","313,220.726","239,952.000","1,027,625.000","239,952.480","1,027,627.055","00 06 09.04","0.99999499","N/A","UTM Zone 18","4,519,994.611","597,539.837","00 45 22.58","0.99971710","N/A","N/A","N/A","N/A","18TWL9753919994"
"10250","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8387512582","N405019.50453","40.8387512582","N405019.50453","-73.9247136923","W0735528.96929","-73.9247136923","W0735528.96929","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","74,635.306","306,349.606","244,866.000","1,005,082.000","244,866.490","1,005,084.010","00 02 57.28","0.99999492","N/A","UTM Zone 18","4,521,413.486","590,654.041","00 42 11.56","0.99970115","N/A","N/A","N/A","N/A","18TWL9065421413"
"10550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8418582907","N405030.68985","40.8418582907","N405030.68985","-73.8203986812","W0734913.43525","-73.8203986812","W0734913.43525","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","74,993.142","315,146.761","246,040.000","1,033,944.000","246,040.492","1,033,946.068","00 07 02.91","0.99999491","N/A","UTM Zone 18","4,521,871.580","599,444.045","00 46 17.37","0.99972172","N/A","N/A","N/A","N/A","18TWL9944421871"
"10750","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8695869884","N405210.51316","40.8695869884","N405210.51316","-73.8287157276","W0734943.37662","-73.8287157276","W0734943.37662","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","78,071.019","314,439.319","256,138.000","1,031,623.000","256,138.512","1,031,625.063","00 06 43.32","0.99999496","N/A","UTM Zone 18","4,524,940.337","598,701.708","00 45 59.33","0.99971991","N/A","N/A","N/A","N/A","18TWL9870124940"
"10850","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.9079815060","N405428.73342","40.9079815060","N405428.73342","-73.9036849325","W0735413.26576","-73.9036849325","W0735413.26576","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","82,325.121","308,114.707","270,095.000","1,010,873.000","270,095.540","1,010,875.022","00 03 46.79","0.99999541","N/A","UTM Zone 18","4,529,120.709","592,330.701","00 43 04.69","0.99970492","N/A","N/A","N/A","N/A","18TWL9233029120"
"11050","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8485949820","N405054.94194","40.8485949820","N405054.94194","-73.9184060747","W0735506.26187","-73.9184060747","W0735506.26187","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,728.931","306,880.569","248,454.000","1,006,824.000","248,454.497","1,006,826.014","00 03 12.13","0.99999490","N/A","UTM Zone 18","4,522,512.778","591,172.333","00 42 26.92","0.99970231","N/A","N/A","N/A","N/A","18TWL9117222512"
"11150","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8582134672","N405129.56848","40.8582134672","N405129.56848","-73.9021049354","W0735407.57777","-73.9021049354","W0735407.57777","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","76,798.476","308,254.001","251,963.000","1,011,330.000","251,963.504","1,011,332.023","00 03 50.51","0.99999491","N/A","UTM Zone 18","4,523,597.618","592,533.068","00 43 05.82","0.99970539","N/A","N/A","N/A","N/A","18TWL9253323597"
"11250","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8418269351","N405030.57697","40.8418269351","N405030.57697","-73.8836824613","W0735301.25686","-73.8836824613","W0735301.25686","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","74,980.645","309,809.703","245,999.000","1,016,434.000","245,999.492","1,016,436.033","00 04 33.89","0.99999491","N/A","UTM Zone 18","4,521,798.185","594,108.969","00 43 48.34","0.99970901","N/A","N/A","N/A","N/A","18TWL9410821798"
"11350","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8363454998","N405010.84380","40.8363454998","N405010.84380","-73.8611307993","W0735140.07088","-73.8611307993","W0735140.07088","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","74,374.702","311,712.573","244,011.000","1,022,677.000","244,011.488","1,022,679.045","00 05 26.99","0.99999493","N/A","UTM Zone 18","4,521,214.165","596,018.089","00 44 41.15","0.99971347","N/A","N/A","N/A","N/A","18TWL9601821214"
"11450","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8783286411","N405241.98311","40.8783286411","N405241.98311","-73.8304325669","W0734949.55724","-73.8304325669","W0734949.55724","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,041.504","314,292.710","259,322.000","1,031,142.000","259,322.519","1,031,144.062","00 06 39.28","0.99999502","N/A","UTM Zone 18","4,525,908.817","598,544.066","00 45 55.77","0.99971952","N/A","N/A","N/A","N/A","18TWL9854425908"
"11550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8742860259","N405227.42969","40.8742860259","N405227.42969","-73.8570198206","W0735125.27135","-73.8570198206","W0735125.27135","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","78,588.570","312,052.426","257,836.000","1,023,792.000","257,836.516","1,023,794.048","00 05 36.67","0.99999499","N/A","UTM Zone 18","4,525,430.454","596,309.724","00 44 52.89","0.99971416","N/A","N/A","N/A","N/A","18TWL9630925430"
"11750","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8455841428","N405044.10291","40.8455841428","N405044.10291","-73.7857739534","W0734708.78623","-73.7857739534","W0734708.78623","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,413.462","318,065.837","247,419.000","1,043,521.000","247,419.495","1,043,523.087","00 08 24.44","0.99999490","N/A","UTM Zone 18","4,522,325.071","602,357.346","00 47 39.12","0.99972895","N/A","N/A","N/A","N/A","18TXL0235722325"
"11900","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8497817837","N405059.21442","40.8497817837","N405059.21442","-73.9088621417","W0735431.90371","-73.9088621417","W0735431.90371","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,861.519","307,685.243","248,889.000","1,009,464.000","248,889.498","1,009,466.019","00 03 34.60","0.99999490","N/A","UTM Zone 18","4,522,654.502","591,975.207","00 42 49.46","0.99970412","N/A","N/A","N/A","N/A","18TWL9197522654"
"12000","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8433121784","N405035.92384","40.8433121784","N405035.92384","-73.9156440595","W0735456.31861","-73.9156440595","W0735456.31861","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,142.494","307,114.046","246,530.000","1,007,590.000","246,530.493","1,007,592.015","00 03 18.63","0.99999491","N/A","UTM Zone 18","4,521,929.215","591,412.420","00 42 33.16","0.99970285","N/A","N/A","N/A","N/A","18TWL9141221929"
"12150","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8910054530","N405327.61963","40.8910054530","N405327.61963","-73.8495693788","W0735058.44976","-73.8495693788","W0735058.44976","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","80,446.330","312,677.267","263,931.000","1,025,842.000","263,931.528","1,025,844.052","00 05 54.22","0.99999515","N/A","UTM Zone 18","4,527,294.709","596,913.130","00 45 11.36","0.99971560","N/A","N/A","N/A","N/A","18TWL9691327294"
"12250","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8834902293","N405300.56483","40.8834902293","N405300.56483","-73.8472791134","W0735050.20481","-73.8472791134","W0735050.20481","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,612.090","312,871.730","261,194.000","1,026,480.000","261,194.522","1,026,482.053","00 05 59.61","0.99999507","N/A","UTM Zone 18","4,526,462.978","597,117.055","00 45 16.35","0.99971609","N/A","N/A","N/A","N/A","18TWL9711726462"
"12550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8786822078","N405243.25595","40.8786822078","N405243.25595","-73.8727297637","W0735221.82715","-73.8727297637","W0735221.82715","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,074.727","310,727.457","259,431.000","1,019,445.000","259,431.519","1,019,447.039","00 04 59.68","0.99999502","N/A","UTM Zone 18","4,525,901.310","594,979.664","00 44 16.11","0.99971103","N/A","N/A","N/A","N/A","18TWL9497925901"
"13050","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8619282545","N405142.94172","40.8619282545","N405142.94172","-73.8434567081","W0735036.44415","-73.8434567081","W0735036.44415","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","77,218.186","313,198.171","253,340.000","1,027,551.000","253,340.507","1,027,553.055","00 06 08.61","0.99999492","N/A","UTM Zone 18","4,524,073.625","597,470.722","00 45 24.17","0.99971693","N/A","N/A","N/A","N/A","18TWL9747024073"
"13150","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8690985058","N405208.75462","40.8690985058","N405208.75462","-73.8923664940","W0735332.51938","-73.8923664940","W0735332.51938","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","78,008.230","309,073.609","255,932.000","1,014,019.000","255,932.512","1,014,021.028","00 04 13.44","0.99999496","N/A","UTM Zone 18","4,524,816.301","593,338.575","00 43 29.33","0.99970723","N/A","N/A","N/A","N/A","18TWL9333824816"
"13350","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8603915519","N405137.40959","40.8603915519","N405137.40959","-73.8886642088","W0735319.19115","-73.8886642088","W0735319.19115","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","77,041.707","309,386.944","252,761.000","1,015,047.000","252,761.506","1,015,049.030","00 04 22.16","0.99999492","N/A","UTM Zone 18","4,523,853.696","593,662.835","00 43 37.59","0.99970797","N/A","N/A","N/A","N/A","18TWL9366223853"
"13550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8554181813","N405119.50545","40.8554181813","N405119.50545","-73.9108064541","W0735438.90323","-73.9108064541","W0735438.90323","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","76,487.275","307,520.650","250,942.000","1,008,924.000","250,942.502","1,008,926.018","00 03 30.02","0.99999490","N/A","UTM Zone 18","4,523,278.156","591,803.531","00 42 45.17","0.99970373","N/A","N/A","N/A","N/A","18TWL9180323278"
"13600","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8460872693","N405045.91417","40.8460872693","N405045.91417","-73.8842243967","W0735303.20783","-73.8842243967","W0735303.20783","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,453.696","309,763.373","247,551.000","1,016,282.000","247,551.495","1,016,284.033","00 04 32.62","0.99999490","N/A","UTM Zone 18","4,522,270.540","594,057.257","00 43 47.29","0.99970889","N/A","N/A","N/A","N/A","18TWL9405722270"
"13700","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8489706974","N405056.29451","40.8489706974","N405056.29451","-73.8829759790","W0735258.71352","-73.8829759790","W0735258.71352","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,774.041","309,868.225","248,602.000","1,016,626.000","248,602.497","1,016,628.033","00 04 35.56","0.99999490","N/A","UTM Zone 18","4,522,591.970","594,158.415","00 43 50.39","0.99970912","N/A","N/A","N/A","N/A","18TWL9415822591"
"13850","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8484061439","N405054.26212","40.8484061439","N405054.26212","-73.9116941801","W0735442.09905","-73.9116941801","W0735442.09905","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,708.509","307,446.584","248,387.000","1,008,681.000","248,387.497","1,008,683.017","00 03 27.93","0.99999490","N/A","UTM Zone 18","4,522,498.823","591,738.379","00 42 42.72","0.99970358","N/A","N/A","N/A","N/A","18TWL9173822498"
"13900","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8521038587","N405107.57389","40.8521038587","N405107.57389","-73.8990378166","W0735356.53614","-73.8990378166","W0735356.53614","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","76,120.295","308,513.386","249,738.000","1,012,181.000","249,738.499","1,012,183.024","00 03 57.74","0.99999490","N/A","UTM Zone 18","4,522,922.638","592,800.102","00 43 12.72","0.99970600","N/A","N/A","N/A","N/A","18TWL9280022922"
"14000","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8159975930","N404857.59133","40.8159975930","N404857.59133","-73.8995405724","W0735358.34606","-73.8995405724","W0735358.34606","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","72,110.643","308,475.591","236,583.000","1,012,057.000","236,583.473","1,012,059.024","00 03 56.55","0.99999508","N/A","UTM Zone 18","4,518,913.974","592,808.067","00 43 09.65","0.99970601","N/A","N/A","N/A","N/A","18TWL9280818913"
"14100","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8432682842","N405035.76582","40.8432682842","N405035.76582","-73.9156730289","W0735456.42290","-73.9156730289","W0735456.42290","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,137.617","307,111.608","246,514.000","1,007,582.000","246,514.493","1,007,584.015","00 03 18.56","0.99999491","N/A","UTM Zone 18","4,521,924.312","591,410.038","00 42 33.08","0.99970284","N/A","N/A","N/A","N/A","18TWL9141021924"
"14200","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8354093255","N405007.47357","40.8354093255","N405007.47357","-73.8887674497","W0735319.56282","-73.8887674497","W0735319.56282","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","74,267.412","309,381.763","243,659.000","1,015,030.000","243,659.487","1,015,032.030","00 04 21.92","0.99999493","N/A","UTM Zone 18","4,521,080.319","593,689.317","00 43 36.03","0.99970804","N/A","N/A","N/A","N/A","18TWL9368921080"
"14350","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8363249627","N405010.76987","40.8363249627","N405010.76987","-73.9027370412","W0735409.85335","-73.9027370412","W0735409.85335","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","74,367.691","308,203.404","243,988.000","1,011,164.000","243,988.488","1,011,166.022","00 03 49.02","0.99999493","N/A","UTM Zone 18","4,521,167.118","592,510.230","00 43 03.19","0.99970533","N/A","N/A","N/A","N/A","18TWL9251021167"
"14450","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8294653353","N404946.07521","40.8294653353","N404946.07521","-73.9238605798","W0735525.89809","-73.9238605798","W0735525.89809","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","73,604.166","306,422.454","241,483.000","1,005,321.000","241,483.483","1,005,323.011","00 02 59.29","0.99999496","N/A","UTM Zone 18","4,520,383.546","590,738.627","00 42 13.10","0.99970134","N/A","N/A","N/A","N/A","18TWL9073820383"
"14650","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8242717983","N404927.37847","40.8242717983","N404927.37847","-73.9190465287","W0735508.56750","-73.9190465287","W0735508.56750","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","73,027.788","306,829.058","239,592.000","1,006,655.000","239,592.479","1,006,657.013","00 03 10.62","0.99999500","N/A","UTM Zone 18","4,519,812.013","591,151.660","00 42 24.16","0.99970226","N/A","N/A","N/A","N/A","18TWL9115119812"
"14850","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8085797007","N404830.88692","40.8085797007","N404830.88692","-73.9108872836","W0735439.19422","-73.9108872836","W0735439.19422","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","71,285.852","307,519.126","233,877.000","1,008,919.000","233,877.468","1,008,921.018","00 03 29.83","0.99999516","N/A","UTM Zone 18","4,518,078.570","591,861.348","00 42 42.56","0.99970386","N/A","N/A","N/A","N/A","18TWL9186118078"
"14950","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8077171048","N404827.78158","40.8077171048","N404827.78158","-73.9252798024","W0735531.00729","-73.9252798024","W0735531.00729","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","71,188.926","306,304.801","233,559.000","1,004,935.000","233,559.467","1,004,937.010","00 02 55.94","0.99999517","N/A","UTM Zone 18","4,517,967.831","590,648.562","00 42 08.65","0.99970114","N/A","N/A","N/A","N/A","18TWL9064817967"
"15050","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8223408062","N404920.42690","40.8223408062","N404920.42690","-73.9062549467","W0735422.51781","-73.9062549467","W0735422.51781","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","72,814.427","307,908.357","238,892.000","1,010,196.000","238,892.478","1,010,198.020","00 03 40.74","0.99999502","N/A","UTM Zone 18","4,519,611.040","592,233.008","00 42 54.18","0.99970470","N/A","N/A","N/A","N/A","18TWL9223319611"
"15150","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8393825977","N405021.77735","40.8393825977","N405021.77735","-73.9130830953","W0735447.09914","-73.9130830953","W0735447.09914","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","74,706.325","307,330.455","245,099.000","1,008,300.000","245,099.490","1,008,302.017","00 03 24.66","0.99999492","N/A","UTM Zone 18","4,521,495.671","591,633.728","00 42 38.98","0.99970335","N/A","N/A","N/A","N/A","18TWL9163321495"
"15250","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8496490382","N405058.73654","40.8496490382","N405058.73654","-73.8947871958","W0735341.23390","-73.8947871958","W0735341.23390","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,848.108","308,872.136","248,845.000","1,013,358.000","248,845.498","1,013,360.027","00 04 07.74","0.99999490","N/A","UTM Zone 18","4,522,654.642","593,161.832","00 43 22.60","0.99970682","N/A","N/A","N/A","N/A","18TWL9316122654"
"15300","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8782417320","N405241.67024","40.8782417320","N405241.67024","-73.9023538876","W0735408.47400","-73.9023538876","W0735408.47400","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,022.606","308,230.531","259,260.000","1,011,253.000","259,260.519","1,011,255.023","00 03 49.93","0.99999502","N/A","UTM Zone 18","4,525,820.691","592,484.212","00 43 06.27","0.99970527","N/A","N/A","N/A","N/A","18TWL9248425820"
"15450","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8817718444","N405254.37864","40.8817718444","N405254.37864","-73.8795767676","W0735246.47636","-73.8795767676","W0735246.47636","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","79,417.018","310,149.860","260,554.000","1,017,550.000","260,554.521","1,017,552.035","00 04 43.56","0.99999505","N/A","UTM Zone 18","4,526,236.885","594,398.360","00 44 00.14","0.99970968","N/A","N/A","N/A","N/A","18TWL9439826236"
"15550","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8642738593","N405151.38589","40.8642738593","N405151.38589","-73.9022153211","W0735407.97516","-73.9022153211","W0735407.97516","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","77,471.476","308,243.942","254,171.000","1,011,297.000","254,171.508","1,011,299.023","00 03 50.25","0.99999493","N/A","UTM Zone 18","4,524,270.264","592,515.330","00 43 05.87","0.99970535","N/A","N/A","N/A","N/A","18TWL9251524270"
"16150","5.0","3.0","NAD83(2011)","NAD83(2011)","NAVD88","NAVD88","40.8481194657","N405053.23008","40.8481194657","N405053.23008","-73.8604303098","W0735137.54912","-73.8604303098","W0735137.54912","N/A","N/A","N/A","N/A","0.000000","0.000000","0.0000","0.0000","N/A","N/A","0.000","0.000","NY L-3104","75,682.296","311,769.571","248,301.000","1,022,864.000","248,301.497","1,022,866.046","00 05 28.64","0.99999490","N/A","UTM Zone 18","4,522,521.957","596,060.146","00 44 43.44","0.99971357","N/A","N/A","N/A","N/A","18TWL9606022521"
